name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price,menu
Tiệm Xì Phố - Bánh Mì Bít Tết & Xíu Mại Sài Gòn,20000 - 80000,6.2,Quán ăn,"75 Ngõ 1194 Đường Láng, Quận Đống Đa, Hà Nội",4,"Bánh mì, Beefsteak - Bò né, Thịt Bò, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:00 - 23:45,0,0,0,bánh mì bEfsteak bò né thịt bò bánh kẹo ăn vặt ăn nhẹ nan,20000,80000,50000.0,nan
Trà Sữa Gong Cha - 貢茶 - Hoàng Đạo Thúy,30000 - 70000,7.2,Café/Dessert,"Tầng 1, 34T Hoàng Đạo Thúy, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",129,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:30 - 21:30,1,0,1,trà sinh tố nước ép thức uống trà sữa sữa trà sinh tố nước ép thức uống trà sữa sữa trà sữa trân châu hoàng kim trà sữa dolce trân châu hoàng kimint chocolate milk teamint chocolate smothiemint cokie smothietrà alisan kem sữatrà xanh kem sữatrà olong kem sữatrà đen kem sữatrà alisan,30000,70000,50000.0,trà sinh tố nước ép thức uống trà sữa sữa trà sữa trân châu hoàng kim trà sữa dolce trân châu hoàng kiMint chocolate milk teamint chocolate smOthiemint cOkie smOthietrà alisan kem sữatrà xanh kem sữatrà Olong kem sữatrà đen kem sữatrà alisan
Bún Ngon - Triệu Việt Vương,25000 - 50000,6.4,Quán ăn,"149 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội",11,"Bún, Món nước", 08:00 - 14:00,0,0,0,bún món nước bún món nước bún đầy đủbún riêu bò đậubún đầy đủ thịt bò lõi bún riêu bò giòbún đầy đủ ốc to thịt bò lõi bún riêu bò đậu thịt lõi bún đầy đủ ốc to bún riêu bắp đậubún riêu ốc đậubún riêu ốc bò ốc to,25000,50000,37500.0,bún món nước bún đầy đủbún riêu bò đậubún đầy đủ thịt bò lõi bún riêu bò giòbún đầy đủ ốc to thịt bò lõi bún riêu bò đậu thịt lõi bún đầy đủ ốc to bún riêu bắp đậubún riêu ốc đậubún riêu ốc bò ốc to
Cuốn N Roll Restaurant - Trần Thái Tông,100000 - 500000,8.3,Nhà hàng,"90 Trần Thái Tông, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",2,"Thịt Gà, Tôm, Heo quay, Bánh hỏi, Nấm, Thịt Bò, Bún, Thịt Heo, Chè, Hải sản, Gỏi vịt, Bò lá lốt, Mì, Lẩu, Cá, Thịt Vịt, Gỏi, Đặc sản vùng, Ăn vặt - Ăn nhẹ, Bánh xèo, Nem", 10:00 - 14:00 | 17:30 - 22:00,1,0,1,thịt gà tôm heo quay bánh hỏi nấm thịt bò bún thịt heo chè hải sản gỏi vịt bò lá lốt mì lẩu cá thịt vịt gỏi đặc sản vùng ăn vặt ăn nhẹ bánh xèo nem thịt gà tôm heo quay bánh hỏi nấm thịt bò bún thịt heo chè hải sản gỏi vịt bò lá lốt mì lẩu cá thịt vịt gỏi đặc sản vùng ăn vặt ăn nhẹ bánh xèo nem giỏ quà tết yêu thươngset lẩu cá kèo ngườiset lẩu chua cay người no nêcốt lẩu riêu cuacốt lẩu gà lá écốt lẩu bò mỹcốt lẩu chua caycốt lẩu cá kèocơm rang giòn giòncuốn nem lụi,100000,500000,300000.0,thịt gà tôm heo quay bánh hỏi nấm thịt bò bún thịt heo chè hải sản gỏi vịt bò lá lốt mì lẩu cá thịt vịt gỏi đặc sản vùng ăn vặt ăn nhẹ bánh xèo nem giỏ quà tết yêu thươngset lẩu cá kèo ngườiset lẩu chua cay người no nêcốt lẩu riêu cuacốt lẩu gà lá écốt lẩu bò mỹcốt lẩu chua caycốt lẩu cá kèocơm rang giòn giòncuốn nem lụi
Bếp Mẹ Su - Phở Tíu - Shop Online,3000 - 35000,9.9,Shop Online,"4 Ngách 47 Ngõ 111 Lâm Hạ, P. Bồ Đề, Quận Long Biên, Hà Nội",2,"Phở, Món nước, Ăn vặt - Ăn nhẹ", 00:01 - 23:59,0,0,0,phở món nước ăn vặt ăn nhẹ phở món nước ăn vặt ăn nhẹ phở tíu lớnmỳ indomie thập cẩm đặc biệtmì indomie thập cẩmỳ indomie rau củmỳ indo xúc xíchmỳ indo thịt xá xíudồi sụn non cái combo xúc xích rán nem chua trần công châucombo xiên chiên,3000,35000,19000.0,phở món nước ăn vặt ăn nhẹ phở tíu lớnmỳ indomie thập cẩm đặc biệtmì indomie thập cẩMỳ indomie rau củmỳ indo xúc xíchmỳ indo thịt xá xíudồi sụn non cái combo xúc xích rán nem chua trần công châucombo xiên chiên
Chường Cảnh - Bún Bò Huế,30000 - 50000,5.4,Quán ăn,"502 Nguyễn Văn Cừ, P. Gia Thụy, Quận Long Biên, Hà Nội",5,"Bún, Lẩu", 06:30 - 22:30,0,0,0,bún lẩu bún lẩu bún bò huế đầy đủbún bò huế kquẩy cái bún bò đặc biệtbún bò huế đầy đủ k quẩybún nạm chínbún bò táibún bắp bòbún nạm gânbún chân giòmỳ tôm bò,30000,50000,40000.0,bún lẩu bún bò huế đầy đủbún bò huế kquẩy cái bún bò đặc biệtbún bò huế đầy đủ k quẩybún nạm chínbún bò táibún bắp bòbún nạm gânbún chân giòmỳ tôm bò
Bánh Mì Đĩa - Ngọc Lâm,7000 - 80000,9.8,"Café/Dessert, Quán ăn","222 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bánh mì, Bánh - Kẹo", 06:30 - 17:00,0,0,0,bánh mì bánh kẹo bánh mì bánh kẹo bánh mì chảo sốt trung hoađĩa đầy đủ không sốt bánh mì tuổi thơ sữa đậu nành chai bánh mỳ que tầu phớbánh mì que lớn pate caybánh mì que lớn đặc biệt bánh mì que lớn pate ruốc caycombo bánh mì que pate caybánh mì que lớn xúc xích đức bánh mì tuổi thơ,7000,80000,43500.0,bánh mì bánh kẹo bánh mì chảo sốt trung hoađĩa đầy đủ không sốt bánh mì tuổi thơ sữa đậu nành chai bánh mỳ que tầu phớbánh mì que lớn pate caybánh mì que lớn đặc biệt bánh mì que lớn pate ruốc caycombo bánh mì que pate caybánh mì que lớn xúc xích đức bánh mì tuổi thơ
Diệu Âm Quán - Ngọc Lâm,25000 - 50000,8.0,Quán ăn,"696 Ngọc Lâm, P. Gia Thuỵ, Quận Long Biên, Hà Nội",1,"Bún, Mì, Lẩu, Miến, Bánh - Kẹo, Món chay, Ăn vặt - Ăn nhẹ, Cơm, Nem", 08:00 - 21:00,0,0,1,bún mì lẩu miến bánh kẹo món chay ăn vặt ăn nhẹ cơm nem bún mì lẩu miến bánh kẹo món chay ăn vặt ăn nhẹ cơm nem gỏi cuốn diệu âmbánh baobánh đúc chấm tươngbánh chưng chay loại lớnbún riêu chaymiến trộnbún nem chảbún thịt nướng chaybún nemcơm gạo lứt tùy duyên xuất nhỏ,25000,50000,37500.0,bún mì lẩu miến bánh kẹo món chay ăn vặt ăn nhẹ cơm nem gỏi cuốn diệu âmbánh baobánh đúc chấm tươngbánh chưng chay loại lớnbún riêu chaymiến trộnbún nem chảbún thịt nướng chaybún nemcơm gạo lứt tùy duyên xuất nhỏ
Trà Sữa Tiger Sugar Delivery - Đường Nâu Sữa Đài Loan - Ngọc Lâm,29000 - 66000,6.4,Café/Dessert,"124 Ngọc Lâm, Quận Long Biên, Hà Nội",3,"Trà, Thức uống, Trà sữa, Sữa", 09:30 - 23:00,1,0,1,trà thức uống trà sữa sữa trà thức uống trà sữa sữa lilac tiger m đường nâu trân châu sữa m đường nâu matcha sữa m đường nâu cacao sữa m đường nâu olong sữa m đường nâu trà đen sữa m trà sữa mắt biếc m đường nâu kem chese m đường nâu capucino size m đường nâu machiato m,29000,66000,47500.0,trà thức uống trà sữa sữa lilac tiger m đường nâu trân châu sữa m đường nâu matcha sữa m đường nâu cacao sữa m đường nâu olOng sữa m đường nâu trà đen sữa m trà sữa mắt biếc m đường nâu kem chEse m đường nâu caPuCino size m đường nâu maChiato m
Bún Riêu Gốc Đa,20000 - 50000,9.6,Quán ăn,"117 Ngọc Lâm, P. Long Biên, Quận Long Biên, Hà Nội",1,"Món nước, Cơm", 06:00 - 14:00 | 16:00 - 22:00,0,0,0,món nước cơm món nước cơm bún riêu bò giòbún riêu cua bòbún riêu cua thập cẩmbún riêu cua đậubún riêu cua giòbánh đa cua bò giòbún riêu cua ốc nhỏbún riêu sườn sụn giò taibánh đa cábánh đa cua bò,20000,50000,35000.0,món nước cơm bún riêu bò giòbún riêu cua bòbún riêu cua thập cẩmbún riêu cua đậubún riêu cua giòbánh đa cua bò giòbún riêu cua ốc nhỏbún riêu sườn sụn giò taibánh đa cábánh đa cua bò
Tiệm Trà Chanh Tony,15000 - 48000,7.4,Café/Dessert,"43 Long Biên 1, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:00 - 22:30,0,0,0,trà sinh tố nước ép thức uống trà sữa sữa trà sinh tố nước ép thức uống trà sữa sữa trà chanh truyền thốngtrà quất nha đamtrà chanh đàotrà quấtrà đào cam sảtrà chanh sảtrà con cá nhỏtrà vảitrà gừng nóngtrà sữa chân châu hoàng gia,15000,48000,31500.0,trà sinh tố nước ép thức uống trà sữa sữa trà chanh truyền thốngtrà quất nha đamtrà chanh đàotrà quấTrà đào cam sảtrà chanh sảtrà con cá nhỏtrà vảitrà gừng nóngtrà sữa chân châu hoàng gia
Santori - Đồ ăn Hàn Quốc,30000 - 50000,6.8,Quán ăn,"11 Phố Long Biên 2, P. Ngọc Lâm, Quận Long Biên, Hà Nội",9,"Gà rán, Cơm Chiên, Cơm, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,gà rán cơm chiên cơm fastfOd thức ăn nhanh gà rán cơm chiên cơm fastfod thức ăn nhanh kimchi thêmkimchi kgmỳ cay thập cẩmỳ bò caymỳ cay hải sảncơm gà nướng sốt cay ngọtcơm sườn heo nướngba chỉ heo nướngsườn phômaisườn nướng,30000,50000,40000.0,gà rán cơm chiên cơm fastfOd thức ăn nhanh kimchi thêmkimchi kgmỳ cay thập cẩMỳ bò caymỳ cay hải sảncơm gà nướng sốt cay ngọtcơm sườn heo nướngba chỉ heo nướngsườn phômaisườn nướng
Tuấn Hà - Bún Đậu Mẹt,20000 - 35000,9.0,Quán ăn,"293 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",2,"Bún, Món nước, Lẩu", 10:30 - 14:30,1,0,1,bún món nước lẩu bún món nước lẩu bún đậu truyền thốngbún đậu đầy đủ không nembún đậu chả cốmbún đậunõn đuôi nhà làmđậu chiênchả cốm chiênthịt nhà quaybúnlòng luộc siêu sạch,20000,35000,27500.0,bún món nước lẩu bún đậu truyền thốngbún đậu đầy đủ không nembún đậu chả cốmbún đậunõn đuôi nhà làmđậu chiênchả cốm chiênthịt nhà quaybúnlòng luộc siêu sạch
Sữa Chua Trân Châu Madam Lập,10000 - 50000,8.0,Café/Dessert,"146 Ngô Gia Tự, Quận Long Biên, Hà Nội",1,"Café - Kem, Ăn vặt - Ăn nhẹ", 09:00 - 22:30,0,0,0,café kem ăn vặt ăn nhẹ café kem ăn vặt ăn nhẹ mực xoắn chiên xtôm hình surimi chiên xnem chua rán xviên surimi trứng cá chiên xhồ lô chiên xđậu hũ pho mai chiên xcá viên chiên xúc xích chiên xtôm viên chiên xnem chua rán x tương ớt,10000,50000,30000.0,café kem ăn vặt ăn nhẹ mực xoắn chiên xtôm hình surimi chiên xnem chua rán xviên surimi trứng cá chiên xhồ lô chiên xđậu hũ pho mai chiên xcá viên chiên Xúc xích chiên xtôm viên chiên xnem chua rán x tương ớt
"HN - Bún Bò Huế, Phở, Cơm Mì Xào - Đức Giang",12000 - 60000,10.0,Ăn vặt/vỉa hè,"23 Đức Giang, P. Long Biên, Quận Long Biên, Hà Nội",1,"Phở, Bún, Cơm", 07:30 - 23:30,0,0,0,phở bún cơm phở bún cơm cơm rang thập cẩmcơm rang dưa xào bòphở xào bòquẩyphở bò tái chínphở bò táimỳ xào cải bòcốc canh cơm rangcơm rang bò xào cảiphở bò chín,12000,60000,36000.0,phở bún cơm cơm rang thập cẩmcơm rang dưa xào bòphở xào bòquẩyphở bò tái chínphở bò táimỳ xào cải bòcốc canh cơm rangcơm rang bò xào cảiphở bò chín
Phở Lý Quốc Sư - Nguyễn Sơn,50000 - 200000,8.0,Quán ăn,"28 Nguyễn Sơn, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Phở, Bún, Thịt Bò, Món nước, Mì, Cơm", 07:00 - 22:00,0,0,1,phở bún thịt bò món nước mì cơm phở bún thịt bò món nước mì cơm phở lõi đặc biệtphở tái bắpbát đặc biệtphở chínphở tái chínphở táiphở bắp hoaphở tái gầuphở bắp gầuphở gầu,50000,200000,125000.0,phở bún thịt bò món nước mì cơm phở lõi đặc biệtphở tái bắpbát đặc biệtphở chínphở tái chínphở táiphở bắp hoaphở tái gầuphở bắp gầuphở gầu
Paris Gâteaux - Bánh Ngọt & Trà Sữa - Nguyễn Sơn,15000 - 275000,4.2,Tiệm bánh,"45 Nguyễn Sơn, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bánh mì, Bánh sinh nhật/Bánh kem, Sushi & Sashimi, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Halal", 08:00 - 22:00,0,0,1,bánh mì bánh sinh nhật bánh kem sushi sashimi bánh kẹo café kem sinh tố nước ép ăn vặt ăn nhẹ thức uống halal bánh mì bánh sinh nhật bánh kem sushi sashimi bánh kẹo café kem sinh tố nước ép ăn vặt ăn nhẹ thức uống halal sd hồng trà srilankasd hồng trà hoa hồng đàosd trà olong đài loansd trà bạc hà nhàisd trà xanh nhài hồng quếsd trà xanh nhàid caramel machiato must try hot c ice c d cofe late hot c ice c d capucino hot c ice c d americano hot c ice c,15000,275000,145000.0,bánh mì bánh sinh nhật bánh kem sushi sashimi bánh kẹo café kem sinh tố nước ép ăn vặt ăn nhẹ thức uống halal sd hồng trà srilankasd hồng trà hoa hồng đàosd trà olong đài loansd trà bạc hà nhàisd trà xanh nhài hồng quếsd trà xanh nhàid caramel machiato must try hot C ice C d coFE laTe hot C ice C d caPuCino hot C ice C d americano hot C ice C
Phương Loan - Bánh Cuốn Nóng,50000 - 110000,6.3,Quán ăn,"639 Nguyễn Văn Cừ, P. Gia Thụy, Quận Long Biên, Hà Nội",9,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ", 07:00 - 23:00,0,0,0,bánh ướt bánh kẹo bánh cuốn ăn vặt ăn nhẹ bánh ướt bánh kẹo bánh cuốn ăn vặt ăn nhẹ bánh cuốn nhân chả ruốc thịt lợnbánh cuốn nhân chả ruốc tômtrứng ốp bánh có nhân quả trứng ốp bánh không nhân quả món chảbánh cuốn nhân ruốc thịtbánh cuốn nhân ruốc tômbánh cuốn không nhân chả ruốc thịthành đĩa nhỏbánh cuốn không nhân chả ruốc tôm,50000,110000,80000.0,bánh ướt bánh kẹo bánh cuốn ăn vặt ăn nhẹ bánh cuốn nhân chả ruốc thịt lợnbánh cuốn nhân chả ruốc tômtrứng ốp bánh có nhân quả trứng ốp bánh không nhân quả món chảbánh cuốn nhân ruốc thịtbánh cuốn nhân ruốc tômbánh cuốn không nhân chả ruốc thịthành đĩa nhỏbánh cuốn không nhân chả ruốc tôm
Pizza House,25000 - 100000,7.4,Quán ăn,"Kiot 16, Ngõ 560 Nguyễn Văn Cừ, P. Gia Thuỵ, Quận Long Biên, Hà Nội",9,"Pizza & Pasta, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh", 09:00 - 21:00,0,0,0,piZa pasta ăn vặt ăn nhẹ fastfOd thức ăn nhanh piza pasta ăn vặt ăn nhẹ fastfod thức ăn nhanh combo combo piza combo piza piza chilibefpiza bef bqpiza hawaiansalamipiza procitomargaritadiavona,25000,100000,62500.0,piZa pasta ăn vặt ăn nhẹ fastfOd thức ăn nhanh combo combo piZa combo piZa piZa chilibEfpiZa bEf BqpiZa hawaIansalamipiZa prociTomargaritadiavona
"Cô Phương Béo - Bánh Mì Chảo, Bánh Mì Sốt Vang",10000 - 60000,7.0,"Ăn vặt/vỉa hè, Quán ăn","164 Ngọc Lâm, Quận Long Biên, Hà Nội",8,"Bánh mì, Bánh tráng, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Xúc xích", 10:00 - 22:30,0,0,0,bánh mì bánh tráng bánh kẹo ăn vặt ăn nhẹ nem xúc xích bánh mì bánh tráng bánh kẹo ăn vặt ăn nhẹ nem xúc xích bánh mì chảo đầy đủbánh mì sốt vangbánh mì chảo nhỏbánh mỳ thêm sữa đậu nànhtrà đàonước sấubánh tráng trộnbánh tráng cuốnkhoai tây chiên bơ,10000,60000,35000.0,bánh mì bánh tráng bánh kẹo ăn vặt ăn nhẹ nem xúc xích bánh mì chảo đầy đủbánh mì sốt vangbánh mì chảo nhỏbánh mỳ thêm sữa đậu nànhtrà đàonước sấubánh tráng trộnbánh tráng cuốnkhoai tây chiên bơ
Trà Sữa Feeling Tea - Ngọc Lâm,15000 - 69000,6.8,Café/Dessert,"162 Ngọc Lâm, Quận Long Biên, Hà Nội",16,"Sinh tố - Nước ép, Thức uống, Trà sữa", 08:00 - 22:00,1,0,0,sinh tố nước ép thức uống trà sữa sinh tố nước ép thức uống trà sữa combo xmas combo sandwich trứng trà xanh nhài sữacombo sandwich trứng trà sữa cokiecombo sandwich trứng trà hồng sữacombo sandwich trứng trà xanh nhài kem mặncombo sandwich trứng trà xanh nhàitrà olong xuân late molong xuân matcha late mtrà olong xuân lolong xuân matcha late l,15000,69000,42000.0,sinh tố nước ép thức uống trà sữa combo xmas combo sandwich trứng trà xanh nhài sữacombo sandwich trứng trà sữa cOkiecombo sandwich trứng trà hồng sữacombo sandwich trứng trà xanh nhài kem mặncombo sandwich trứng trà xanh nhàitrà olong xuân laTe molong xuân matcha laTe mtrà olong xuân lolong xuân matcha laTe l
Xôi Hồng - Ngọc Lâm,25000 - 50000,7.2,Quán ăn,"160 Ngọc Lâm, Quận Long Biên, Hà Nội",15,"Xôi, Ăn vặt - Ăn nhẹ, Cơm", 17:00 - 23:00,0,0,0,xôi ăn vặt ăn nhẹ cơm xôi ăn vặt ăn nhẹ cơm xôi đặc biệt trà tắc sả mât ongxôi thập cẩm món trà tắc xả mật ong xôi gà pate lạp xưởng trà tắc xả mật ong xôi thập cẩm món trà tắc sả mật ongxôi thập cẩm mónxôi xéo xôi hành đỗ xôi gà pate lạp xưởngxôi gàxôi gà pate chảxôi gà pate,25000,50000,37500.0,xôi ăn vặt ăn nhẹ cơm xôi đặc biệt trà tắc sả mât ongxôi thập cẩm món trà tắc xả mật ong xôi gà pate lạp xưởng trà tắc xả mật ong xôi thập cẩm món trà tắc sả mật ongxôi thập cẩm mónxôi xéo xôi hành đỗ xôi gà pate lạp xưởngxôi gàxôi gà pate chảxôi gà pate
Bún Riêu - Nguyễn Sơn,20000 - 40000,7.9,Quán ăn,"1 Nguyễn Sơn, P. Ngọc Lâm, Quận Long Biên, Hà Nội",12,"Bún, Món nước, Miến, Cơm", 06:00 - 14:00,0,0,0,bún món nước miến cơm bún món nước miến cơm riêu bò giò đậuriêu bò đậuriêu đầy đủ có ốcriêu đầy đủ không ốcriêu đậuriêu giò đậuriêu ốc đậuriêu sụn đậuriêu đậu bề bềriêu tóp mỡ,20000,40000,30000.0,bún món nước miến cơm riêu bò giò đậuriêu bò đậuriêu đầy đủ có ốcriêu đầy đủ không ốcriêu đậuriêu giò đậuriêu ốc đậuriêu sụn đậuriêu đậu bề bềriêu tóp mỡ
Dung - Bún Dọc Mùng,30000 - 50000,6.9,Quán ăn,"364 Ngọc Lâm, Quận Long Biên, Hà Nội",13,Món nước, 06:00 - 15:30,0,0,0,món nước món nước bún đậu đầy đủgiả cầynem ránchả cốmthịt luộcgiả cầythịt luộcbún mọcbún sườnbún thịt,30000,50000,40000.0,món nước bún đậu đầy đủgiả cầynem ránchả cốmthịt luộcgiả cầythịt luộcbún mọcbún sườnbún thịt
Chè 3 Miền - Ngọc Lâm,15000 - 50000,5.9,Café/Dessert,"326 Ngọc Lâm, Quận Long Biên, Hà Nội",17,"Xôi, Chè, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ", 09:00 - 22:30,0,0,0,xôi chè café kem sinh tố nước ép ăn vặt ăn nhẹ xôi chè café kem sinh tố nước ép ăn vặt ăn nhẹ chè thái sầu riêngchè thái caramenchè thái bơ caramenchè thái bơ tươichè thái bơ sầu riêngchè thái mítkem bơ đà lạtchè thái mít caramenchè thái bưởichè thái sầu caramen,15000,50000,32500.0,xôi chè café kem sinh tố nước ép ăn vặt ăn nhẹ chè thái sầu riêngchè thái caramenchè thái bơ caramenchè thái bơ tươichè thái bơ sầu riêngchè thái mítkem bơ đà lạtchè thái mít caramenchè thái bưởichè thái sầu caramen
Bánh Mì U Vân - Ngọc Lâm,15000 - 30000,5.0,Ăn vặt/vỉa hè,"23 Ngõ 298 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bánh mì, Xôi, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 07:00 - 20:00,0,0,0,bánh mì xôi bánh kẹo ăn vặt ăn nhẹ bánh mì xôi bánh kẹo ăn vặt ăn nhẹ bánh mì thập cẩmbánh mì trứngbánh mì que đà nẵngbánh mì patebánh mì thịt xá xíubánh mì xúc xíchbánh mì chảbánh mì giòxôi thập cẩmxôi gà xào nấm,15000,30000,22500.0,bánh mì xôi bánh kẹo ăn vặt ăn nhẹ bánh mì thập cẩmbánh mì trứngbánh mì que đà nẵngbánh mì patebánh mì thịt xá xíubánh mì xúc xíchbánh mì chảbánh mì giòxôi thập cẩmxôi gà xào nấm
Nem Nướng Nha Trang Anh Tư - Ngọc Lâm,20000 - 30000,10.0,Quán ăn,"21 Ngách 39 Ngõ 154 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",2,"Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 10:00 - 22:00,0,0,0,ăn vặt ăn nhẹ nem cá bò viên ăn vặt ăn nhẹ nem cá bò viên nem nướng nha trangsuất tiêu chuẩnem nướng nha trang suất thêm nem combo nem nướng nha trang nước chanh leo nguyên chấtcombo nem nướng nha trang trà đàocombo nem nướng nha trang coca loncombo nem nướng nha trang pepsi loncombo nem nướng nha trang nước cam loncombo nem nướng nha trang trà tắcombo nem nướng nha trang trà chanhnem nướng nha trangsuất tiêu chuẩn,20000,30000,25000.0,ăn vặt ăn nhẹ nem cá bò viên nem nướng nha trangsuất tiêu chuẩNem nướng nha trang suất thêm nem combo nem nướng nha trang nước chanh leo nguyên chấtcombo nem nướng nha trang trà đàocombo nem nướng nha trang coca loncombo nem nướng nha trang pepsi loncombo nem nướng nha trang nước cam loncombo nem nướng nha trang trà tắCombo nem nướng nha trang trà chanhnem nướng nha trangsuất tiêu chuẩn
Hiệp Huy - Nem Nướng Nha Trang - Ngọc Lâm,30000 - 60000,8.6,Quán ăn,"39 Ngõ 154 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Lẩu, Ăn vặt - Ăn nhẹ, Nem", 09:30 - 21:30,0,0,1,lẩu ăn vặt ăn nhẹ nem lẩu ăn vặt ăn nhẹ nem xuất coca xuất coca xuất coca xuất coca xuất trà tắc ml xuất trà tắc mlnem nướng nha trangnem nướng cái ram cái coca,30000,60000,45000.0,lẩu ăn vặt ăn nhẹ nem xuất coca xuất coca xuất coca xuất coca xuất trà tắc ml xuất trà tắc mlnem nướng nha trangnem nướng cái ram cái coca
Xôi Chiên Sài Gòn & Canh Cá Rô Đồng - Phố Vọng,30000 - 45000,7.0,Quán ăn,"120 Phố Vọng, P. Phương Liệt, Quận Thanh Xuân, Hà Nội",3,"Bún, Xôi, Ăn vặt - Ăn nhẹ, Cơm", 07:00 - 21:00,0,0,1,bún xôi ăn vặt ăn nhẹ cơm bún xôi ăn vặt ăn nhẹ cơm bún cá rô đồng canh bún cá rô đồng trộn bún cá rô giòn trộnxôi chiên gà xào nấm hươngcơm rang kim chixôi chiên ruốc lạp xưởngbún cá giòn chấm,30000,45000,37500.0,bún xôi ăn vặt ăn nhẹ cơm bún cá rô đồng canh bún cá rô đồng trộn bún cá rô giòn trộnxôi chiên gà xào nấm hươngcơm rang kim chixôi chiên ruốc lạp xưởngbún cá giòn chấm
Trà Sữa Tocotoco - Tân Mai,25000 - 60000,6.6,Café/Dessert,"12 Tân Mai, P. Tân Mai, Quận Hoàng Mai, Hà Nội",19,"Trà, Thức uống, Trà sữa, Sữa", 09:00 - 21:00,1,0,1,trà thức uống trà sữa sữa trà thức uống trà sữa sữa tặng bình trọn combo trà sữa mua tặng thịt bò cay tê mua tặng combo ăn vặt ktrà sữa trân châu hoàng giatrà sữa ba anh emtrà sữa pandasữa tươi trân châu đường hổtrà sữa hạnh phúctrà sữa kim cương đen okinawa,25000,60000,42500.0,trà thức uống trà sữa sữa tặng bình trọn combo trà sữa mua tặng thịt bò cay tê mua tặng combo ăn vặt ktrà sữa trân châu hoàng giatrà sữa ba anh emtrà sữa pandasữa tươi trân châu đường hổtrà sữa hạnh phúctrà sữa kim cương đen okinawa
Thạch Găng - Ngõ Tự Do,5000 - 10000,7.3,Ăn vặt/vỉa hè,"Ngõ Tự Do, Trần Đại Nghĩa, Quận Hai Bà Trưng, Hà Nội",6,Ăn vặt - Ăn nhẹ, 08:00 - 21:00,0,0,0,ăn vặt ăn nhẹ nan,5000,10000,7500.0,nan
GoGi House - Nướng Hàn Quốc - Trung Hòa,299000 - 500000,7.7,Nhà hàng,"124 Trung Hòa, P. Yên Hòa, Quận Cầu Giấy, Hà Nội",85,"Bò nướng, Thịt Bò, Thịt Heo", 09:00 - 22:30,1,0,1,bò nướng thịt bò thịt heo nan,299000,500000,399500.0,nan
Bánh Mì Bơ Tỏi & Cà Phê Bọt Hàn Quốc - Shop Online,30000 - 0000,2.2,Shop Online,"541 Kim Mã, Quận Ba Đình, Hà Nội",1,"Sinh tố - Nước ép, Thức uống", 08:00 - 18:00,0,0,0,sinh tố nước ép thức uống sinh tố nước ép thức uống cà phê bọt dalgona cofe trà xanh bọt dalgona matcha,30000,0,15000.0,sinh tố nước ép thức uống cà phê bọt dalgona coFE trà xanh bọt dalgona matcha
