name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines 
Buffet Sapasa - Nguyễn Huy Tưởng,180.000đ - 250.000đ,7.4                        ,Nhà hàng,"96 - 96B Nguyễn Huy Tưởng, Quận Thanh Xuân, Hà Nội",13,"Thịt Bò, Thịt Heo, Lẩu, Ăn vặt - Ăn nhẹ", 11:00 - 14:00 | 18:00 - 22:30,1,0,1,
Mai Liên - Cơm Chay Ruốc Nấm,15.000đ - 100.000đ,4.6                        ,"Café/Dessert, Quán ăn","4 Ngõ 197 Đường Hoàng Mai, Quận Hoàng Mai, Hà Nội",1,"Món chay, Ăn vặt - Ăn nhẹ, Cơm, Nem", 09:00 - 21:00,0,0,0,"CƠM CHAY - Các món ăn Thuần chay-52,000|Cơm Lứt Đen với Heo Lát chay cuộn dứa-54,000|Cơm Lứt đen với giò lụa chay kho tiêu-51,000|Cơm Lứt dẻo Điện Biên với heo chay quay-55,000|Cơm Tám với Giò Nấm chay kho tiêu-50,000|Cơm Lứt Dẻo Điện biên với đậu phụ cuộn rong biển-51,000|Cơm Rang Thập Cẩm - Ruốc nấm hương-52,000|Cơm tám với rong biến giòn-30,000|Cơm Tám Rau củ xào nấm Đông Cô-52,000|Cơm gạo lứt đen với giò Nấm Chay kho tiêu,rau củ hấp theo mùa  -52,000"
The Pizza Company - Xuân Diệu,50.000đ - 220.000đ,6.9                        ,Nhà hàng,"31 Xuân Diệu, P. Quảng An, Quận Tây Hồ, Hà Nội",24,"Pizza & Pasta, Salad, Xúc xích, Fastfood - Thức ăn nhanh", 10:00 - 22:00,1,0,1,"""NEW YORK PIZZA HALF-HALF-209,000|COMBO NUI BỎ LÒ 69K-69,000|COMBO """"TIẾT KIỆM""""-140,000|COMBO """"TIẾT KIỆM MÃI""""-400,000|COMBO """"TIẾT KIỆM NỮA""""-280,000|Pizza Hải Sản Pesto Xanh / Secret Recipe Seafood Pesto-169,000|Pizza Hải Sản Đào - Seafood & Peach -169,000|Pizza Hải Sản Nhiệt Đới / Tropical Seafood-139,000|Pizza Hải Sản Cao Cấp / Seafood Deluxe-139,000|Pizza Hải Sản Cocktail / Seafood Cocktail -139,000"""
Lotteria - Cầu Giấy,30.000đ - 77.000đ,7.0                        ,Nhà hàng,"298 Cầu Giấy, P. Quan Hoa, Quận Cầu Giấy, Hà Nội",105,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 07:30 - 22:30,1,0,1,"Burger Gà Thượng Hạng-35,000|Combo Burger Gà Thượng Hạng-55,000|Cơm Gà Nướng-35,000|Gà Nướng-30,000|Value Burger Gà Thượng Hạng-65,000|Combo Sum Vầy 1-139,000|Combo Sum Vầy 2-179,000|Combo Sum Vầy 3-239,000|Gà Tuyết Vàng 1 Miếng-39,000|Gà Tuyết Vàng Phần-95,000"
Savor - Bánh Mì & Trà Sữa - Hồ Tùng Mậu,20.000đ - 50.000đ,7.1                        ,Ăn vặt/vỉa hè,"126 Hồ Tùng Mậu, P. Mai Dịch, Quận Cầu Giấy, Hà Nội",4,"Bánh mì, Xôi, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Cơm", 09:00 - 23:00,0,0,0,"Combo Bánh mì thịt nướng mật ong + Trà đào-45,000|Combo Bánh mì gà sốt Teriyaki + Sữa chua uống-40,000|Combo Bánh mì bò sốt tiêu + Trà thái-45,000|Hồng trà sữa kem dừa nướng size M-40,000|Hồng trà sữa kem cheese-30,000|Hồng trà kem dừa nướng size M-35,000|Xanh sữa kem cheese -30,000|Combo Bánh mì thịt nướng mật ong + Trà đào-45,000|Combo Bánh mì gà sốt Teriyaki + Sữa chua uống-40,000|Combo Bánh mì bò sốt tiêu + Trà thái-45,000"
Quán Mỳ Cay 7 Cấp Độ Busan - Dương Khuê,50.000đ - 70.000đ,3.0                        ,Quán ăn,"17 Dương Khuê, P. Mai Dịch, Quận Cầu Giấy, Hà Nội",1,"Bánh mì, Bún, Mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 09:00 - 22:00,0,0,0,"Bánh mì chảo-50,000|Nem nướng Nha Trang-40,000|Bánh mì chảo Đặc Biệt-65,000|Mỳ Cay Kim Chi Bò Mỹ-48,000|Mỳ Cay Kim Chi Thập Cẩm-60,000|Mỳ Cay Kim Chi Hải Sản-45,000|Mỳ Cay Kim Chi Bò-47,000|Mỳ Cay Kim Chi Sườn Sụn-45,000|Mỳ Cay Kim Chi Xúc Xích-45,000|Mỳ Cay Kim Chi Bạch Tuộc-49,000"
Su's House - Bánh Su Kem Singapore - Hàng Cót,20.000đ - 100.000đ,6.7                        ,Tiệm bánh,"39 Hàng Cót, P. Hàng Mã, Quận Hoàn Kiếm, Hà Nội",29,"Bánh Su/Chour, Bánh - Kẹo", 07:30 - 22:30,0,0,0,"Mini Monster-110,000|Mini Fairy-110,000|Mini Fruity Cheese-110,000|Mini Chocolate-70,000|Mini Vanila-80,000|Mini Beauty-95,000|Mini Cloudy-100,000|Mini Yogurt-80,000|Mini Special-130,000|Mini Yummy-95,000"
Tiệm Bánh Kem Bơ,50.000đ - 500.000đ,9.2                        ,Tiệm bánh,"QL3, Thôn Dược Hạ, Xã Tiên Dược, Huyện Sóc Sơn, Hà Nội",4,Bánh - Kẹo, 07:00 - 19:00,0,0,0,
Bún Đậu Kẻ Mơ,20.000đ - 50.000đ,6.6                        ,Quán ăn,"173 Trung Kính, P. Yên Hoà, Quận Cầu Giấy, Hà Nội",28,"Trà, Đậu hũ, Bún, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên, Thức uống", 10:30 - 14:30 | 17:00 - 20:30,0,0,0,"Bún Đậu Đầy Đủ-52,000|Bún đậu chả cốm, thịt chân giò-47,000|Nem Rán-13,000|Bún Đậu Chả Cốm-37,000|Bún Đậu Thịt Chân Giò-40,000|Bún Đậu Mắm Tôm-30,000|Chả cốm-15,000|Bún đậu thịt chân giò, lòng non-47,000|Bún đậu thịt chân giò, dồi-47,000|Bún Đậu Dồi Chiên-42,000"
Phở Khánh - Phở Bò & Cơm Rang,25.000đ - 70.000đ,7.2                        ,Quán ăn,"N4 A10 Mỹ Đình, Quận Nam Từ Liêm, Hà Nội",1,"Phở, Bún, Thịt Bò, Món nước, Mì, Cơm văn phòng, Cơm", 06:00 - 22:30,0,0,0,
Cơm Rang & Phở Bò - Mỹ Đình,25.000đ - 30.000đ,6.2                        ,Quán ăn,"41 Ngõ 20 Mỹ Đình, P. Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",1,"Phở, Cơm Chiên, Bún, Thịt Bò, Mì, Đặc sản vùng, Cơm", 07:00 - 22:00,0,0,0,"Cơm Rang Dưa Bò + 1 Pepsi-45,000|Cơm Rang Đùi Gà Sốt + 1 Pepsi-48,000|Cơm Rang Cải Bò + 1 Pepsi-45,000|Pepsi-15,000|Cơm Rang  Gà Rút Xương-40,000|Cơm Rang Dưa Bò-40,000|Cơm Rang Đùi Gà Sốt-40,000|Cơm Rang Cải Bò-40,000|Cơm Rang Thập Cẩm-35,000|Cơm Rang Sốt Sườn-40,000"
Ngọc Thạch Quán - Tô Hiệu,15.000đ - 30.000đ,5.8                        ,Ăn vặt/vỉa hè,"Ki Ốt 8 Cầu Đơ (Gần Ngã Tư Nhà Thi Đấu Hà Đông), P. Quang Trung, Quận Hà Đông, Hà Nội",4,"Chè, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 09:00 - 22:00,0,0,0,"11. Matcha Trộn Caramen Matcha-24,000|7. Rau Câu Sữa Dừa Caramen-24,000|10. Rau Câu Lá Nếp Caramel-24,000|8. Rau Câu Chanh Leo Caramen-24,000|9. Rau Câu Trà Xanh Caramen-24,000|Rau Câu Trà Xanh Mix Rau câu matcha caramel-32,000|23. Chè sầu Ngọc Thạch-35,000|32. Dừa non thạch lá nếp-28,000|37. Chè thốt nốt caramel-35,000|33. Dừa non caramel-33,000"
Cô Út - Phở Bò,25.000đ - 30.000đ,9.0                        ,Quán ăn,"102B C9 Quỳnh Mai, P. Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",2,"Phở, Bún, Thịt Bò, Món nước", 06:00 - 11:00,0,0,0,"Phở Tái Chín-30,000|Phở Tái Lăn-35,000|Phở Tái Gầu-35,000|Phở Sốt Vang-35,000|Phở Tái-30,000|Phở Lăn Gầu-35,000|Phở Đuôi Bò-30,000|Phở Cuống Tim-35,000"
DWOK - Ẩm Thực Singapore,22.000đ - 300.000đ,7.8                        ,Nhà hàng,"11B CT5 KĐT Mỹ Đình - Mễ Trì, Quận Nam Từ Liêm, Hà Nội",45,"Cháo, Salad, Halal", 11:00 - 22:30,1,0,1,"Súp Thanh Cua Và nấm Kim Châm-50,000|Cánh Gà Chiên Tỏi-65,000|Đậu Phụ Đĩa Nóng Với Thịt Heo Băm Và Tôm-120,000|Phồng Tôm-30,000|Súp Hải Sản Chua Cay-50,000|Canh Ngao Nấu Chua-100,000|Rau Dền Trứng Bắc Thảo, Trứng Muối, Trứng Gà-110,000|Rau Chân Vịt Nấu 3 Loại Trứng-150,000|Súp Cua Rau Dền-50,000|Rau Muống Xào Sambai-90,000"
Quán Nem - Nem Cua Biển & Bún Chả - Giảng Võ,75.000đ - 150.000đ,6.1                        ,Quán ăn,"106K1 Giảng Võ, Quận Đống Đa, Hà Nội",24,"Bún, Món nước, Chả giò, Ăn vặt - Ăn nhẹ", 09:30 - 21:30,1,0,1,"Bún Chả Quán Nem (gồm bún tươi)-88,000|Nem Cua Biển (chưa gồm bún tươi)-88,000|Bún Tươi-6,000|Bát đũa dùng tại văn phòng MIỄN PHÍ (số lượng người ăn)-1|Chả (viên)-88,000|Chả (lát)-88,000|Nem Cua Biển (không gồm bún, rau và nước mắm)-88,000|Kéo cắt nem (bán giá gốc)-7,000|Tàu Hũ Lạnh-29,000|Dừa Trái-35,000"
Tiệm Xì Phố - Bánh Mì Bít Tết & Xíu Mại Sài Gòn,20.000đ - 80.000đ,6.2                        ,Quán ăn,"75 Ngõ 1194 Đường Láng, Quận Đống Đa, Hà Nội",4,"Bánh mì, Beefsteak - Bò né, Thịt Bò, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:00 - 23:45,0,0,0,
Trà Sữa Gong Cha - 貢茶 - Hoàng Đạo Thúy,30.000đ - 70.000đ,7.2                        ,Café/Dessert,"Tầng 1, 34T Hoàng Đạo Thúy, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",129,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:30 - 21:30,1,0,1,"Trà sữa Trân châu hoàng kim -61,000|Trà sữa Dolce trân châu hoàng kim-61,000|Mint Chocolate Milk Tea-62,000|Mint Chocolate Smoothie-70,000|Mint Cookie Smoothie-70,000|Trà Alisan Kem Sữa-59,000|Trà Xanh Kem Sữa-55,000|Trà Oolong Kem Sữa-59,000|Trà Đen Kem Sữa-55,000|Trà Alisan-48,000"
Bún Ngon - Triệu Việt Vương,25.000đ - 50.000đ,6.4                        ,Quán ăn,"149 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội",11,"Bún, Món nước", 08:00 - 14:00,0,0,0,"Bún Đầy Đủ-55,000|Bún Riêu Bò Đậu-45,000|Bún Đầy Đủ (Thịt Bò Lõi)-75,000|Bún Riêu Bò Giò-45,000|Bún Đầy Đủ (Ốc To, Thịt Bò Lõi)-85,000|Bún Riêu Bò Đậu (Thịt Lõi)-75,000|Bún Đầy Đủ (Ốc To)-65,000|Bún Riêu Bắp Đậu-55,000|Bún Riêu Ốc Đậu-40,000|Bún Riêu Ốc Bò (Ốc To)-55,000"
Cuốn N Roll Restaurant - Trần Thái Tông,100.000đ - 500.000đ,8.3                        ,Nhà hàng,"90 Trần Thái Tông, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",2,"Thịt Gà, Tôm, Heo quay, Bánh hỏi, Nấm, Thịt Bò, Bún, Thịt Heo, Chè, Hải sản, Gỏi vịt, Bò lá lốt, Mì, Lẩu, Cá, Thịt Vịt, Gỏi, Đặc sản vùng, Ăn vặt - Ăn nhẹ, Bánh xèo, Nem", 10:00 - 14:00 | 17:30 - 22:00,1,0,1,"Giỏ Quà Tết Yêu Thương-458,000|Set Lẩu Cá Kèo 4 người-701,800|Set Lẩu Chua Cay 2-3 người no nê-591,800|Cốt Lẩu Riêu Cua-108,000|Cốt Lẩu Gà Lá É-108,000|Cốt Lẩu Bò Mỹ-98,000|Cốt Lẩu Chua Cay-108,000|Cốt Lẩu Cá Kèo-108,000|Cơm Rang Giòn Giòn-85,800|Cuốn Nem Lụi-151,800"
Bếp Mẹ Su - Phở Tíu - Shop Online,3.000đ - 35.000đ,9.9                        ,Shop Online,"4 Ngách 47 Ngõ 111 Lâm Hạ, P. Bồ Đề, Quận Long Biên, Hà Nội",2,"Phở, Món nước, Ăn vặt - Ăn nhẹ", 00:01 - 23:59,0,0,0,"Phở Tíu Lớn-37,500|Mỳ Indomie Thập Cẩm Đặc Biệt-37,500|Mì Indomie Thập Cẩm-32,250|Mỳ Indomie Rau Củ-19,500|Mỳ Indo Xúc Xích-26,250|Mỳ Indo Thịt Xá Xíu-37,500|Dồi sụn non (5 cái)-52,500|Combo 2 Xúc Xích Rán -30,000|10 nem chua Trần Công Châu-67,500|Combo 12 Xiên Chiên-150,000"
Chường Cảnh - Bún Bò Huế,30.000đ - 50.000đ,5.4                        ,Quán ăn,"502 Nguyễn Văn Cừ, P. Gia Thụy, Quận Long Biên, Hà Nội",5,"Bún, Lẩu", 06:30 - 22:30,0,0,0,"Bún bò Huế đầy đủ-53,000|Bún bò Huế +5kquẩy(2cái)-58,000|Bún bò đặc biệt-85,000|Bún bò Huế đầy đủ +10k quẩy-65,000|Bún nạm chín-53,000|Bún bò tái-58,000|Bún bắp bò-64,000|Bún nạm gân-58,000|Bún chân giò-53,000|Mỳ tôm bò-53,000"
Bánh Mì Đĩa - Ngọc Lâm,7.000đ - 80.000đ,9.8                        ,"Café/Dessert, Quán ăn","222 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bánh mì, Bánh - Kẹo", 06:30 - 17:00,0,0,0,"Bánh Mì Chảo - Sốt Trung Hoa-45,000|Đĩa Đầy Đủ (Không sốt)-39,000|Bánh Mì Tuổi Thơ & Sữa Đậu Nành - Chai-45,000|02 Bánh Mỳ Que & Tầu Phớ-39,000|Bánh Mì Que Lớn - Pate Cay-12,000|Bánh Mì Que Lớn - Đặc Biệt -17,000|Bánh Mì Que Lớn - Pate Ruốc Cay-14,500|Combo 6 Bánh Mì Que Pate Cay-66,000|Bánh Mì Que Lớn- Xúc Xích Đức -14,500|Bánh Mì Tuổi Thơ-28,000"
Diệu Âm Quán - Ngọc Lâm,25.000đ - 50.000đ,8.0                        ,Quán ăn,"696 Ngọc Lâm, P. Gia Thuỵ, Quận Long Biên, Hà Nội",1,"Bún, Mì, Lẩu, Miến, Bánh - Kẹo, Món chay, Ăn vặt - Ăn nhẹ, Cơm, Nem", 08:00 - 21:00,0,0,1,"Gỏi Cuốn Diệu Âm-8,000|Bánh Bao-12,000|Bánh đúc chấm tương-20,000|Bánh chưng chay loại lớn-65,000|Bún Riêu Chay-38,000|Miến Trộn-45,000|Bún nem chả-45,000|Bún thịt nướng chay-40,000|Bún Nem-45,000|Cơm Gạo Lứt Tùy Duyên Xuất Nhỏ-35,000"
Trà Sữa Tiger Sugar Delivery - Đường Nâu Sữa Đài Loan - Ngọc Lâm,29.000đ - 66.000đ,6.4                        ,Café/Dessert,"124 Ngọc Lâm, Quận Long Biên, Hà Nội",3,"Trà, Thức uống, Trà sữa, Sữa", 09:30 - 23:00,1,0,1,"LILAC TIGER (M)-31,350|Đường Nâu Trân Châu Sữa (M)-28,050|Đường Nâu Matcha Sữa (M)-29,700|Đường Nâu CaCao Sữa (M)-29,700|Đường Nâu Oloong Sữa (M)-29,700|Đường Nâu Trà Đen Sữa (M)-29,700|Trà Sữa Mắt Biếc (M)-33,550|Đường Nâu Kem Cheese (M)-31,350|Đường Nâu Cappuccino (Size M)-31,350|Đường Nâu Macchiato (M)-31,350"
Bún Riêu Gốc Đa,20.000đ - 50.000đ,9.6                        ,Quán ăn,"117 Ngọc Lâm, P. Long Biên, Quận Long Biên, Hà Nội",1,"Món nước, Cơm", 06:00 - 14:00 | 16:00 - 22:00,0,0,0,"Bún Riêu Bò Giò-40,000|Bún Riêu Cua Bò-35,000|Bún Riêu Cua Thập Cẩm-55,000|Bún Riêu Cua Đậu-25,000|Bún Riêu Cua Giò-30,000|Bánh Đa Cua Bò Giò-40,000|Bún riêu cua ốc nhỏ-35,000|Bún riêu sườn sụn giò tai-40,000|Bánh đa cá-35,000|Bánh Đa Cua Bò-35,000"
Tiệm Trà Chanh Tony,15.000đ - 48.000đ,7.4                        ,Café/Dessert,"43 Long Biên 1, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:00 - 22:30,0,0,0,"Trà chanh truyền thống-20,000|Trà quất nha đam-24,000|Trà chanh đào-24,000|Trà quất-20,000|Trà đào cam sả-35,000|Trà chanh sả-20,000|Trà con cá nhỏ-25,000|Trà vải-30,000|Trà gừng nóng-28,000|Trà sữa chân châu hoàng gia-30,000"
Santori - Đồ ăn Hàn Quốc,30.000đ - 50.000đ,6.8                        ,Quán ăn,"11 Phố Long Biên 2, P. Ngọc Lâm, Quận Long Biên, Hà Nội",9,"Gà rán, Cơm Chiên, Cơm, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,"Kimchi thêm-10,000|Kimchi 0,5kg-40,000|Mỳ cay thập cẩm-50,000|Mỳ Bò cay-50,000|Mỳ cay Hải sản-55,000|Cơm gà nướng sốt cay ngọt-55,000|Cơm sườn heo nướng-60,000|Ba chỉ heo nướng-105,000|Sườn phômai-185,000|Sườn nướng-160,000"
Tuấn Hà - Bún Đậu Mẹt,20.000đ - 35.000đ,9.0                        ,Quán ăn,"293 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",2,"Bún, Món nước, Lẩu", 10:30 - 14:30,1,0,1,"Bún Đậu Truyền Thống-53,000|Bún Đậu Đầy Đủ Không Nem-67,000|Bún Đậu Chả Cốm-37,000|Bún Đậu-30,000|Nõn Đuôi Nhà Làm-26,000|Đậu Chiên-9,000|Chả Cốm Chiên-15,000|Thịt Nhà Quay-26,000|Bún-9,000|Lòng Luộc Siêu Sạch-26,000"
Sữa Chua Trân Châu Madam Lập,10.000đ - 50.000đ,8.0                        ,Café/Dessert,"146 Ngô Gia Tự, Quận Long Biên, Hà Nội",1,"Café - Kem, Ăn vặt - Ăn nhẹ", 09:00 - 22:30,0,0,0,"Mực Xoắn Chiên X1-3,000|Tôm Hình Surimi Chiên x1-3,000|Nem Chua Rán x1-7,000|Viên Surimi Trứng Cá Chiên x1-3,000|Hồ Lô Chiên x1-3,000|Đậu Hũ Pho Mai Chiên x1-9,000|Cá Viên Chiên x6-9,000|Xúc Xích Chiên x1-10,000|Tôm Viên Chiên x6-9,000|Nem Chua Rán x10 + Tương Ớt-60,000"
"HN - Bún Bò Huế, Phở, Cơm Mì Xào - Đức Giang",12.000đ - 60.000đ,10.0                        ,Ăn vặt/vỉa hè,"23 Đức Giang, P. Long Biên, Quận Long Biên, Hà Nội",1,"Phở, Bún, Cơm", 07:30 - 23:30,0,0,0,"Cơm Rang Thập Cẩm-38,000|Cơm Rang Dưa Xào Bò-52,250|Phở Xào Bò-57,000|Quẩy-9,500|Phở Bò Tái Chín-47,500|Phở Bò Tái-47,500|Mỳ Xào Cải Bò-57,000|Cốc canh cơm rang-1,900|Cơm Rang Bò Xào Cải-52,250|Phở Bò Chín-47,500"
Phở Lý Quốc Sư - Nguyễn Sơn,50.000đ - 200.000đ,8.0                        ,Quán ăn,"28 Nguyễn Sơn, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Phở, Bún, Thịt Bò, Món nước, Mì, Cơm", 07:00 - 22:00,0,0,1,"Phở Lõi Đặc Biệt-110,000|Phở Tái Bắp-77,000|Bát Đặc Biệt-110,000|Phở Chín-50,000|Phở Tái Chín-50,000|Phở Tái-50,000|Phở Bắp Hoa-70,000|Phở Tái Gầu-55,000|Phở Bắp Gầu-70,000|Phở Gầu-55,000"
Paris Gâteaux - Bánh Ngọt & Trà Sữa - Nguyễn Sơn,15.000đ - 275.000đ,4.2                        ,Tiệm bánh,"45 Nguyễn Sơn, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bánh mì, Bánh sinh nhật/Bánh kem, Sushi & Sashimi, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Halal", 08:00 - 22:00,0,0,1,"SD17 - Hồng trà Srilanka-180,000|SD18 - Hồng trà hoa hồng đào-180,000|SD36 - Trà Olong Đài Loan-180,000|SD12 - Trà Bạc hà nhài-180,000|SD16 - Trà xanh nhài hồng quế-180,000|SD34 - Trà xanh nhài-180,000|D05 - Caramel Machiato - Must try (Hot 360cc/Ice 500cc)-75,000|D03 - Coffee Latte (Hot 360cc/Ice 500cc)-65,000|D04 - Cappuccino (Hot 360cc/Ice 500cc)-65,000|D02 - Americano (Hot 500cc/Ice 700cc)-49,000"
Phương Loan - Bánh Cuốn Nóng,50.000đ - 110.000đ,6.3                        ,Quán ăn,"639 Nguyễn Văn Cừ, P. Gia Thụy, Quận Long Biên, Hà Nội",9,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ", 07:00 - 23:00,0,0,0,"Bánh Cuốn Nhân + Chả + Ruốc Thịt Lợn-48,000|Bánh Cuốn Nhân + Chả + Ruốc Tôm-58,000|Trứng Ốp Bánh Có Nhân(1 Quả)-23,000|Trứng Ốp Bánh Không  Nhân (1 Quả )-16,000|Món Chả-7,000|Bánh Cuốn Nhân + Ruốc Thịt-35,000|Bánh Cuốn Nhân + Ruốc Tôm-47,000|Bánh Cuốn Không Nhân + Chả + Ruốc Thịt-37,000|Hành Đĩa Nhỏ-22,000|Bánh Cuốn Không Nhân + Chả + Ruốc Tôm-47,000"
Pizza House,25.000đ - 100.000đ,7.4                        ,Quán ăn,"Kiot 16, Ngõ 560 Nguyễn Văn Cừ, P. Gia Thuỵ, Quận Long Biên, Hà Nội",9,"Pizza & Pasta, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh", 09:00 - 21:00,0,0,0,"Combo 5-185,000|Combo 2 ( 2 pizza )-250,000|Combo 190( 2 pizza )-230,000|Pizza Chilibeef-120,000|Pizza Beef BBQ-120,000|Pizza Hawaiian-120,000|Salami-120,000|Pizza Procitto-120,000|Margarita-120,000|Diavona-70,000"
"Cô Phương Béo - Bánh Mì Chảo, Bánh Mì Sốt Vang",10.000đ - 60.000đ,7.0                        ,"Ăn vặt/vỉa hè, Quán ăn","164 Ngọc Lâm, Quận Long Biên, Hà Nội",8,"Bánh mì, Bánh tráng, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Xúc xích", 10:00 - 22:30,0,0,0,"Bánh Mì Chảo Đầy Đủ-50,000|Bánh Mì Sốt Vang-50,000|Bánh Mì Chảo Nhỏ-40,000|Bánh Mỳ Thêm -4,000|Sữa đậu nành-12,000|Trà đào-12,000|Nước sấu-12,000|Bánh Tráng Trộn-25,000|Bánh Tráng Cuốn-25,000|Khoai tây chiên bơ-25,000"
Trà Sữa Feeling Tea - Ngọc Lâm,15.000đ - 69.000đ,6.8                        ,Café/Dessert,"162 Ngọc Lâm, Quận Long Biên, Hà Nội",16,"Sinh tố - Nước ép, Thức uống, Trà sữa", 08:00 - 22:00,1,0,0,"Combo Xmas -151,000|COMBO 1: Sandwich Trứng & Trà Xanh Nhài Sữa-43,000|COMBO 4: Sandwich Trứng & Trà Sữa Cookie-49,000|COMBO 2: Sandwich Trứng & Trà Hồng Sữa-43,000|COMBO 3: Sandwich Trứng & Trà Xanh Nhài Kem Mặn-50,000|COMBO 5: Sandwich Trứng & Trà Xanh Nhài-39,000|Trà olong xuân latte M-30,000|Olong xuân matcha latte M-49,000|Trà olong xuân L-26,000|Olong xuân matcha latte L-54,000"
Xôi Hồng - Ngọc Lâm,25.000đ - 50.000đ,7.2                        ,Quán ăn,"160 Ngọc Lâm, Quận Long Biên, Hà Nội",15,"Xôi, Ăn vặt - Ăn nhẹ, Cơm", 17:00 - 23:00,0,0,0,"XÔI ĐẶC BIỆT + TRÀ TẮC SẢ MÂT ONG-73,000|XÔI THẬP CẨM 5 MÓN + TRÀ TẮC XẢ MẬT ONG -63,000|XÔI GÀ PATE LẠP XƯỞNG + TRÀ TẮC XẢ MẬT ONG -53,000|XÔI THẬP CẨM 4 MÓN + TRÀ TẮC SẢ MẬT ONG-60,000|Xôi Thập Cẩm 4 Món-47,000|Xôi Xéo ( Xôi Hành Đỗ )-17,000|Xôi Gà Pate Lạp Xưởng-42,000|Xôi Gà-37,000|Xôi Gà Pate Chả-42,000|Xôi Gà Pate-42,000"
Bún Riêu - Nguyễn Sơn,20.000đ - 40.000đ,7.9                        ,Quán ăn,"1 Nguyễn Sơn, P. Ngọc Lâm, Quận Long Biên, Hà Nội",12,"Bún, Món nước, Miến, Cơm", 06:00 - 14:00,0,0,0,"Riêu Bò, Giò, Đậu-45,000|Riêu Bò, Đậu-45,000|Riêu Đầy Đủ có Ốc-55,000|Riêu Đầy Đủ không Ốc-50,000|Riêu Đậu-33,000|Riêu Giò, Đậu-45,000|Riêu ốc đậu-45,000|Riêu sụn đậu-45,000|Riêu Đậu Bề Bề-45,000|Riêu Tóp mỡ-40,000"
Dung - Bún Dọc Mùng,30.000đ - 50.000đ,6.9                        ,Quán ăn,"364 Ngọc Lâm, Quận Long Biên, Hà Nội",13,Món nước, 06:00 - 15:30,0,0,0,"Bún Đậu đầy đủ-50,000|Giả Cầy-50,000|Nem Rán-13,000|Chả Cốm-8,000|Thịt Luộc-20,000|Giả Cầy-120,000|Thịt Luộc-50,000|Bún Mọc-50,000|Bún Sườn-50,000|Bún Thịt-50,000"
Chè 3 Miền - Ngọc Lâm,15.000đ - 50.000đ,5.9                        ,Café/Dessert,"326 Ngọc Lâm, Quận Long Biên, Hà Nội",17,"Xôi, Chè, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ", 09:00 - 22:30,0,0,0,"Chè Thái Sầu Riêng-35,000|Chè Thái Caramen-25,000|Chè Thái Bơ Caramen-35,000|Chè Thái Bơ Tươi-25,000|Chè Thái Bơ Sầu Riêng-40,000|Chè Thái Mít-25,000|Kem Bơ Đà Lạt-35,000|Chè Thái Mít Caramen-30,000|Chè Thái Bưởi-25,000|Chè Thái Sầu Caramen-40,000"
Bánh Mì U Vân - Ngọc Lâm,15.000đ - 30.000đ,5.0                        ,Ăn vặt/vỉa hè,"23 Ngõ 298 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bánh mì, Xôi, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 07:00 - 20:00,0,0,0,"Bánh Mì Thập Cẩm-25,000|Bánh Mì Trứng-15,000|Bánh Mì Que Đà Nẵng-12,000|Bánh Mì Pate-20,000|Bánh Mì Thịt Xá Xíu-25,000|Bánh Mì Xúc Xích-20,000|Bánh Mì Chả-20,000|Bánh Mì Giò-20,000|Xôi Thập Cẩm-30,000|Xôi Gà Xào Nấm-30,000"
