name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price
Tam Gia Quán - Món Ngon Đà Lạt,30000 - 50000,8.9,Quán ăn,"22 Ngõ 371 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",8,"Bún, Bánh - Kẹo, Café - Kem, Gỏi, Ăn vặt - Ăn nhẹ, Cơm, Bánh xèo, Bánh tằm", 09:00 - 22:00,0,0,1,Bún Bánh  Kẹo Café  Kem Gỏi Ăn vặt  Ăn nhẹ Cơm Bánh xèo Bánh tằm; Bún Bánh  Kẹo Café  Kem Gỏi Ăn vặt  Ăn nhẹ Cơm Bánh xèo Bánh tằm; Lẩu Gà Lá ÉKem BơTrà hoa đậu biếc,30000,50000,40000.0
Bún Hải Sản 2S - Văn Quán,35000 - 50000,5.6,Quán ăn,"110 Đường 19/5, P. Văn Quán, Quận Hà Đông, Hà Nội",45,"Cơm Chiên, Bún, Món nước, Ăn vặt - Ăn nhẹ, Cơm", 06:00 - 21:30,1,0,1,Cơm Chiên Bún Món nước Ăn vặt  Ăn nhẹ Cơm; Cơm Chiên Bún Món nước Ăn vặt  Ăn nhẹ Cơm; Bún Hải Sản Thập cẩmBún Hải Sản Đặc BiệtBún Hải Sản Hoàng GiaCơm Rang Hải SảnCơm rang thịt chưng mắm tépSữa ngôTrà tháiNước camPessi,35000,50000,42500.0
Bún Ngan Nhàn - Ngõ Trung Yên,30000 - 50000,6.3,Quán ăn,"14 Ngõ Trung Yên, Đinh Liệt, P. Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",138,"Món nước, Cơm", 06:30 - 13:30,0,0,0,,30000,50000,40000.0
Thom - Bún Hải Sản,35000 - 70000,8.3,Quán ăn,"Đầu Ngõ 60 Dương Khuê, P. Mai Dịch, Quận Cầu Giấy, Hà Nội",8,"Tôm, Bún, Hải sản, Món nước, Cá, Mực", 10:00 - 14:00 | 17:00 - 21:00,1,1,1,,35000,70000,52500.0
Bún Cá & Bún Riêu Ốc Quang Nhân - Đường Láng,30000 - 40000,3.4,Quán ăn,"56 Ngõ 1150 Đường Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",1,"Bún, Hải sản, Cá, Miến", 07:00 - 22:00,0,0,0,Bún Hải sản Cá Miến; Bún Hải sản Cá Miến; Bún thập cẩm ( có bát đũa )Bún cá. (Không kèm bát đũa)Bún riêu cua ( có bát đũa)Bún riêu cua  bò ( có bát đũa)Bún cá ( có bát đũa)Bún thập cẩm (không kèm bát)Bún riêu cua ( ko kèm bát đũa)Bún cá  bò ( ko kèm bát đũa)Bún cá trộn ( kèm bát đũa)BÚN THẬP CẨM ĐẶC BIỆT,30000,40000,35000.0
Dolpan Sam - Nướng Bàn Đá Hàn Quốc - Artemis Tower,100000 - 400000,7.0,Nhà hàng,"Tầng 4, Tòa Nhà Artemis, 3 Lê Trọng Tấn, P. Khương Mai, Quận Thanh Xuân, Hà Nội",49,"Thịt Gà, Gà rán, Bò nướng, Thịt Bò, Thịt Heo, Sườn nướng, Chân cánh gà nướng", 10:00 - 22:00,1,0,1,Thịt Gà Gà rán Bò nướng Thịt Bò Thịt Heo Sườn nướng Chân cánh gà nướng; Thịt Gà Gà rán Bò nướng Thịt Bò Thịt Heo Sườn nướng Chân cánh gà nướng;  Cơm Bò Xào Kim Chi Hàn Quốc + Lon Coca Cơm Bò Xào Trứng Hàn Quốc + Lon Coca Cơm Cá Trứng Chiên Hàn Quốc + Lon Coca Bạch Tuộc Xào Sốt Cay Hàn Quốc (Cơm Trắng) Lườn Cá Hồi Chiên Sốt Cay Hàn Quốc (Cơm Trắng) Đùi Gà Chiên Sốt Chua Ngọt Hàn Quốc (Cơm Trắng) Bò Xào  Trứng Lòng Đào Hàn Quốc (Cơm Trắng) Bò Xào Kim Chi Hàn Quốc (Cơm Trắng) Cá Trứng Chiên Kiểu Hàn Quốc (Cơm Trắng) Bạch Tuộc Xào Sốt Cay Hàn Quốc,100000,400000,250000.0
Hẻm Trộn - Đặng Văn Ngữ,25000 - 50000,7.3,Quán ăn,"111 D3 Ngõ 4C Đặng Văn Ngữ, Quận Đống Đa, Hà Nội",4,"Ăn vặt - Ăn nhẹ, Cơm", 07:00 - 23:00,0,0,0,Ăn vặt  Ăn nhẹ Cơm; Ăn vặt  Ăn nhẹ Cơm; Mì Trộn Thập CẩmMì Trộn Thập Cẩm Đặc BiệtMì Trộn Trứng Lòng ĐàoMì Rau Củ TrộnMì Trộn Thập CẩmMì Trộn Thập Cẩm Đặc BiệtSpaghetti CheeseSpaghettiSpaghetti cheese đặc biệtTrà Tắc,25000,50000,37500.0
Cowboy Jack's Saloon American Dining - Trần Thái Tông,150000 - 300000,8.0,Nhà hàng,"90 Trần Thái Tông- Cầu Giấy Trần Thái Tông, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",104,"Hamburger, Thịt Bò, Pizza & Pasta, Salad, Fastfood - Thức ăn nhanh", 10:00 - 23:00,1,0,0,Hamburger Thịt Bò Pizza & Pasta Salad Fastfood  Thức ăn nhanh; Hamburger Thịt Bò Pizza & Pasta Salad Fastfood  Thức ăn nhanh; BEEFSEAFOODXÚC XÍCHHAMSốt các loại dùng thêmBACONCHEESECheesy Beef Pizza ( Size L)Newyork Bacon BBQNewyork Ham Pizza,150000,300000,225000.0
Kafa Cafe - Lê Văn Linh,20000 - 60000,7.2,Café/Dessert,"2 Lê Văn Linh, Quận Hoàn Kiếm, Hà Nội",1,Café - Kem, 07:30 - 21:30,0,0,1,Café  Kem; Café  Kem; Phê dừaNÂU TAPhê sỉuĐEN TACombo Phê TaPhê Dừa Đậu XanhCà Phê Kem Đậu XanhPhê Dừa  Cà Phê Cốt DừaNâu TaPhê Xỉu,20000,60000,40000.0
Nem Lụi Homemade - Shop Online,35000 - 120000,5.7,Shop Online,"5B Ngách 594/2 Đường Láng, P. Láng Hạ, Quận Đống Đa, Hà Nội",10,"Bún, Ăn vặt - Ăn nhẹ, Nem", 10:00 - 18:00,0,0,0,Bún Ăn vặt  Ăn nhẹ Nem; Bún Ăn vặt  Ăn nhẹ Nem; Bún Trộn Nem LụiNem lụi bọc sả set ăn liềnChân Gà Rút Xương Ngâm Chua Ngọt Kèm Cóc /XoàiMẹt nem cuốn khổng lồChả Ốc Mít (kèm rau sống bún)Nem tai thính cuốn lá sungKhoai lang kén cốt dừaBún nem thịt truyền thốngBún nem ốc mítNem lụi bọc sả gói đông lạnh,35000,120000,77500.0
ThaiExpress - Vincom Bà Triệu,10000 - 90000,7.0,Nhà hàng,"Tầng 5, Vincom Bà Triệu, 191 Bà Triệu, Quận Hai Bà Trưng, Hà Nội",62,"Thịt Gà, Thực phẩm, Thịt Heo, Thịt Bò, Hải sản, Lẩu", 11:00 - 20:00,1,0,1,Thịt Gà Thực phẩm Thịt Heo Thịt Bò Hải sản Lẩu; Thịt Gà Thực phẩm Thịt Heo Thịt Bò Hải sản Lẩu; Gỏi Miến Hải SảnCơm Thịt Gà Xào Lá Quế + SaladCơm TrắngTrà Xanh Sữa ĐáTrà Xanh Đá,10000,90000,50000.0
Khô Gà Lá Chanh Yên Sở - Shop Online,70000 - 110000,8.8,Shop Online,"20 Ngõ 649 Lĩnh Nam, P. Lĩnh Nam, Quận Hoàng Mai, Hà Nội",1,"Cơm Cháy, Ăn vặt - Ăn nhẹ, Cơm, Nem", 09:00 - 21:00,0,0,0,Cơm Cháy Ăn vặt  Ăn nhẹ Cơm Nem; Cơm Cháy Ăn vặt  Ăn nhẹ Cơm Nem; Khô Gà Lá Chanh TúiKhô Heo Cháy Tỏi TúiKhô Gà Bơ Tỏi grBánh Cơm Nếp Cháy Khô Gà,70000,110000,90000.0
Khô Gà Vắt Chanh & Mật Ong Sữa Ong Chúa - Shop Online,70000 - 110000,9.2,Shop Online,"20 Ngõ 649 Lĩnh Nam, P. Lĩnh Nam, Quận Hoàng Mai, Hà Nội",2,Ăn vặt - Ăn nhẹ, 09:00 - 21:00,0,0,0,Ăn vặt  Ăn nhẹ; Ăn vặt  Ăn nhẹ; Khô Gà Lá Chanh TúiKhô Gà Bơ Tỏi grKhô Heo Cháy TỏiMật Ong Cà Phê Tây Nguyên mlSữa Ong Chúa Tây Nguyên Hũ Thuỷ Tinh,70000,110000,90000.0
Cờ-Rếp - Nguyễn Khắc Cần,20000 - 55000,8.0,Tiệm bánh,"7 Nguyễn Khắc Cần, P. Hàng Bài , Quận Hoàn Kiếm, Hà Nội",6,"Ăn vặt - Ăn nhẹ, Nem, Xúc xích, Fastfood - Thức ăn nhanh", 06:00 - 22:30,0,0,1,Ăn vặt  Ăn nhẹ Nem Xúc xích Fastfood  Thức ăn nhanh; Ăn vặt  Ăn nhẹ Nem Xúc xích Fastfood  Thức ăn nhanh; Xúc Xích PhomaiJambong PhomaiCờ Rếp PizzaBa Chỉ PhomaiGà Teriyaki PhomaiTrứng PhomaiGà Xúc Xích PhomaiGà Hun Khói Phô MaiCốt Lô Thịt NguộiCốt Lô Trái Cây,20000,55000,37500.0
Phong Phú - Sữa Ngô Nguyên Chất & Bánh Bao,10000 - 20000,7.7,Ăn vặt/vỉa hè," 509 Thụy Khuê, P. Bưởi, Quận Tây Hồ, Hà Nội",19,"Bánh bao, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Thức uống, Sữa", 06:00 - 22:00,0,0,0,Bánh bao Bánh  Kẹo Ăn vặt  Ăn nhẹ Thức uống Sữa; Bánh bao Bánh  Kẹo Ăn vặt  Ăn nhẹ Thức uống Sữa;  Bánh Bao Gà Nướng +  Thập Cẩm Đặc Biệt + Sữa NgôBánh Bao Thập Cẩm  TrứngBánh Bao Gà NướngThập Cẩm Đặc BiệtBánh Màn ThầuBánh Xá XíuBánh PhomaiBánh Khoai MônBánh Đậu XanhBánh Lưu Xa,10000,20000,15000.0
Hòa - Bánh Mì Hải Phòng,5000 - 6000,7.1,Ăn vặt/vỉa hè,"Cổng Chợ Đồng Xuân, Hàng Khoai, P. Đồng Xuân, Quận Hoàn Kiếm, Hà Nội",3,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 16:00 - 20:00,0,0,0,Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh Mì QueBánh Mì Chuột Pate,5000,6000,5500.0
Royaltea - Đại Từ,25000 - 50000,6.5,Café/Dessert,"Kiot A5, 38 Đại Từ, P. Đại Kim, Quận Hoàng Mai, Hà Nội",7,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa",,1,0,1,Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; Hà NộiĐà LạtSài GònHuếSocola Kem Trứng Dừa Nướng ( Nóng )  RoyalTeaMatcha Kem Trứng Dừa Nướng ( Nóng )  RoyalTeaTrà Sữa Trân Châu Đường ĐenBánh Đa Lắc PhomaiTrà KiWi Táo Xanh Thạch Pha Lê Tuyết  RoyalTeaTrà Sữa Trân Châu Đường Đen  RoyalTea,25000,50000,37500.0
Bún Đậu Mẹt - 18 Đại Từ,30000 - 60000,8.9,Quán ăn,"18 Đại Từ, P. Đại Kim, Quận Hoàng Mai, Hà Nội",3,Bún, 09:00 - 21:00,0,0,0,Bún; Bún;  Suất BúnĐầy Đủ +  Trà TắcBún Đậu Đầy ĐủBún Đậu Đặc BiệtBún Đậu ThườngBún đậu chả cốmBún đậu chả dồiGiả cầy(măng)Trà chanhPessiTrà tắc,30000,60000,45000.0
Burger King - AEON Mall Long Biên,35000 - 45000,6.5,Nhà hàng,"Tầng 1, AEON Mall Long Biên, 27 Cổ Linh, Quận Long Biên, Hà Nội",36,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ", 10:00 - 22:00,1,0,1,,35000,45000,40000.0
Chè Bé Sài Gòn - Aeon Mall Long Biên,24000 - 30000,6.2,Café/Dessert,"Tầng 4, Aeon Mall Long Biên, 27 Cổ Linh, Quận Long Biên, Hà Nội",2,"Chè, Ăn vặt - Ăn nhẹ", 10:00 - 21:30,1,0,1,,24000,30000,27000.0
